problem_id,skill
137415,Interior Angles Figures with More than 3 Sides
676327,Number Line
223482,Composition of Function Adding
76330,Area Trapezoid
702637,Simplifying Expressions positive exponents
613431,Calculations with Similar Figures
430342,Write Linear Equation from Situation
400831,Polynomial Factors
86863,Multiplication Fractions
171085,Area Irregular Figure
127293,Volume Cylinder
675020,Addition and Subtraction Integers
170935,Area Irregular Figure
341532,Histogram as Table or Graph
400787,Greatest Common Factor
126243,Volume Sphere
87693,Equation Solving Two or Fewer Steps
76257,Area Trapezoid
335184,Mean
86467,Calculations with Similar Figures
684185,Factoring Polynomials Standard
86529,Addition and Subtraction Fractions
371323,Rounding
528501,Prime Factor
248277,Mean
139930,Complementary and Supplementary Angles
66843,"Order of Operations +,-,/,* () positive reals"
659417,Surface Area Rectangular Prism
121928,Greatest Common Factor
173152,Circumference 
108050,Equation Solving More Than Two Steps
264831,Properties and Classification Quadrilaterals
51627,Exponents
85821,Conversion of Fraction Decimals Percents
91102,Median
171466,Area Trapezoid
652490,Addition and Subtraction Integers
702896,Simplifying Expressions positive exponents
66549,Ordering Positive Decimals
330792,Multiplication and Division Integers
426954,Multiplication and Division Positive Decimals
426948,Multiplication and Division Positive Decimals
408636,Equation Solving More Than Two Steps
129517,Finding Slope From Equation
107913,Equation Solving More Than Two Steps
354493,Order of Operations All
419152,Addition and Subtraction Fractions
55015,Write Linear Equation from Ordered Pairs
89832,Volume Rectangular Prism
443004,Ordering Positive Decimals
512947,Stem and Leaf Plot
45432,Substitution
540800,Multiplication and Division Positive Decimals
77386,Volume Sphere
254078,Interior Angles Triangle
281400,Volume Sphere
137396,Interior Angles Figures with More than 3 Sides
702666,Simplifying Expressions positive exponents
468397,Simplifying Expressions positive exponents
593741,Finding Percents
88591,Multiplication and Division Positive Decimals
123457,Unit Conversion Within a System
51008,Order of Operations All
169982,Area Triangle
71393,Proportion
305012,Addition and Subtraction Positive Decimals
523827,Ordering Integers
161823,Distributive Property
409725,Addition and Subtraction Fractions
89105,Interior Angles Figures with More than 3 Sides
642853,Rounding
531509,Order of Operations All
426887,Multiplication and Division Positive Decimals
524446,Prime Factor
71803,Calculations with Similar Figures
417793,Addition and Subtraction Fractions
170139,Quadratic Formula to Solve Quadratic Equation
398448,Multiplication Fractions
85596,Scientific Notation
148867,Finding Slope from Ordered Pairs
349929,Addition and Subtraction Fractions
125500,Unit Conversion Standard to Metric
423338,Equivalent Fractions
524515,Estimation
453066,Proportion
366317,Prime Number
128120,Volume Prism
129429,Volume Pyramid
401074,Write Linear Equation from Situation
71463,Calculations with Similar Figures
139555,Probability of Two Distinct Events
260148,Properties and Classification Circle
674881,Percent Of
510242,Conversion of Fraction Decimals Percents
160,Percent Increase or Decrease
401982,Multiplication Fractions
524010,Multiplication and Division Integers
171283,Area Parallelogram
566704,Unit Rate
126820,Surface Area Sphere
53897,Addition and Subtraction Integers
66414,Ordering Positive Decimals
160553,Polynomial Factors
54114,Multiplication Fractions
91384,Area Triangle
372303,Equivalent Fractions
143062,Angles on Parallel Lines Cut by a Transversal
170688,Area Circle
223405,Composition of Function Adding
724095,Probability of Two Distinct Events
187195,Distributive Property
54391,Multiplication and Division Integers
400805,Greatest Common Factor
123884,Unit Conversion Within a System
594714,Addition and Subtraction Integers
418683,Addition and Subtraction Fractions
186394,Subtraction Whole Numbers
110168,Range
513492,Division Whole Numbers
160278,Polynomial Factors
418453,Addition and Subtraction Fractions
149280,Simplifying Expressions positive exponents
54138,Multiplication Fractions
75659,Area Circle
400879,Polynomial Factors
86486,Calculations with Similar Figures
257368,Median
365468,Percent Increase or Decrease
564232,Addition and Subtraction Integers
114151,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
419352,Addition and Subtraction Fractions
658528,Multiplication Fractions
173937,Equation Solving More Than Two Steps
93140,Histogram as Table or Graph
673315,Area Irregular Figure
107687,Equation Solving Two or Fewer Steps
585553,Equation Solving Two or Fewer Steps
503836,Absolute Value
265880,Properties and Classification Polygons with 5 or more sides
143020,Angles on Parallel Lines Cut by a Transversal
335527,Finding Percents
407512,Solve Quadratic Equations Using Factoring
129422,Volume Pyramid
404919,Finding y-intercept from Linear Equation
335246,Range
530020,Estimation
55315,Solving for a variable
684187,Factoring Polynomials Standard
304921,Addition and Subtraction Positive Decimals
613140,Area Parallelogram
686711,Greatest Common Factor
93109,Histogram as Table or Graph
161771,Distributive Property
564961,Equivalent Fractions
123896,Unit Conversion Within a System
658575,Multiplication Fractions
56684,Scatter Plot
114125,Point Plotting
171598,Perimeter of a Polygon
36701,Calculations with Similar Figures
400829,Polynomial Factors
525298,Area Rectangle
71561,Calculations with Similar Figures
219342,Multiplying non Monomial Polynomials
597561,Rounding
401122,Write Linear Equation from Situation
335457,Multiplication and Division Positive Decimals
609334,Equation Solving Two or Fewer Steps
533185,Addition and Subtraction Positive Decimals
86920,Proportion
565015,Calculations with Similar Figures
51586,Exponents
702574,Simplifying Expressions positive exponents
71514,Calculations with Similar Figures
169966,Area Triangle
77459,Area Irregular Figure
515294,Equation Solving Two or Fewer Steps
122058,Equation Solving Two or Fewer Steps
426813,Multiplication and Division Positive Decimals
359729,Equivalent Fractions
530105,Properties and Classification Quadrilaterals
547162,Solving for a variable
264922,Properties and Classification Quadrilaterals
524864,Distributive Property
661496,Angles on Parallel Lines Cut by a Transversal
124465,Unit Conversion Within a System
88554,Multiplication and Division Positive Decimals
257806,Properties and Classification Rectangular Prisms
265833,Properties and Classification Polygons with 5 or more sides
564922,Calculations with Similar Figures
556342,Addition and Subtraction Integers
505880,Substitution
507836,Divisibility Rules
190315,Unit Rate
125420,Unit Conversion Standard to Metric
513302,Addition and Subtraction Integers
234614,Multiplication and Division Positive Decimals
227363,Composition of Function Adding
75484,Circumference 
140104,"Angles - Obtuse, Acute, and Right"
609266,Equation Solving Two or Fewer Steps
189432,Multiplication and Division Integers
161850,Distributive Property
77470,Area Irregular Figure
221971,Percent Of
89482,Circumference 
170077,Area Triangle
355379,Equivalent Fractions
97568,Equation Solving Two or Fewer Steps
810,Percent Of
685506,Associative Property
71553,Calculations with Similar Figures
84397,Addition and Subtraction Positive Decimals
171319,Area Parallelogram
606606,Complementary and Supplementary Angles
419695,Addition and Subtraction Fractions
547313,Properties and Classification Triangles
543785,Order of Operations All
400724,Polynomial Factors
163296,Equation Solving More Than Two Steps
334872,Conversion of Fraction Decimals Percents
170653,Area Circle
372326,Equivalent Fractions
426822,Multiplication and Division Positive Decimals
85218,Finding Percents
172839,Pattern Finding 
604402,Division Fractions
171288,Area Parallelogram
615427,Equation Solving Two or Fewer Steps
75554,Circumference 
112656,Probability of a Single Event
437929,Percent Increase or Decrease
341737,Multiplication Whole Numbers
419871,Addition and Subtraction Fractions
339779,Pattern Finding 
248604,Combining Like Terms
163462,Equation Solving More Than Two Steps
91268,Perimeter of a Polygon
93648,Counting Methods
341639,Multiplication and Division Positive Decimals
90102,Multiplication and Division Integers
402289,Multiplication Fractions
201688,Write Linear Equation from Slope and y-intercept
127097,Volume Cylinder
355383,Equivalent Fractions
91189,Median
223412,Composition of Function Adding
543769,Order of Operations All
672342,Volume Rectangular Prism
219355,Multiplying non Monomial Polynomials
97741,Equation Solving Two or Fewer Steps
218668,Division Fractions
160522,Polynomial Factors
87438,Divisibility Rules
75461,Volume Rectangular Prism
606916,Ordering Fractions
702779,Simplifying Expressions positive exponents
2079,Probability of a Single Event
186597,Addition and Subtraction Fractions
90162,Surface Area Rectangular Prism
548642,Addition and Subtraction Positive Decimals
561131,Line Plot
402106,Multiplication Fractions
126869,Volume Rectangular Prism
674994,Addition and Subtraction Integers
658488,Multiplication Fractions
691188,Conversion of Fraction Decimals Percents
61442,Unit Rate
367402,Greatest Common Factor
372109,Equivalent Fractions
334983,Mean
87549,Equation Solving Two or Fewer Steps
124309,Unit Conversion Within a System
110213,Range
93677,Counting Methods
423184,Equivalent Fractions
408637,Equation Solving More Than Two Steps
61529,Unit Rate
93051,Histogram as Table or Graph
418948,Addition and Subtraction Fractions
430369,Write Linear Equation from Situation
662030,Area Circle
173178,Circumference 
503437,Number Line
171437,Area Trapezoid
219805,Exponents
419700,Addition and Subtraction Fractions
564898,Calculations with Similar Figures
366338,Prime Number
400730,Polynomial Factors
528471,Prime Factor
402346,Multiplication Fractions
140068,"Angles - Obtuse, Acute, and Right"
169948,Area Triangle
246958,Least Common Multiple
406353,Solving Systems of Linear Equations by Graphing
93775,Probability of Two Distinct Events
540811,Volume Rectangular Prism
373734,Rounding
138768,Reflection
675061,Addition and Subtraction Integers
86544,Addition and Subtraction Fractions
210594,Equivalent Fractions
171771,Perimeter of a Polygon
119298,Probability of a Single Event
196702,Pythagorean Theorem
89964,Addition and Subtraction Integers
652825,Multiplication and Division Integers
418773,Addition and Subtraction Fractions
672508,Area Trapezoid
172642,Area Triangle
528158,Exponents
264887,Properties and Classification Quadrilaterals
437910,Percent Increase or Decrease
419169,Addition and Subtraction Fractions
331421,Mean
173256,Area Rectangle
674615,Unit Conversion Within a System
673043,Surface Area of Prism
97645,Equation Solving Two or Fewer Steps
124471,Unit Conversion Within a System
201779,Write Linear Equation from Slope and y-intercept
51623,Exponents
264876,Properties and Classification Quadrilaterals
260152,Properties and Classification Circle
398053,Conversion of Fraction Decimals Percents
561450,Multiplication and Division Integers
289570,Box and Whisker
702545,Simplifying Expressions positive exponents
129543,Finding Slope From Equation
89657,Square Root
433874,Conversion of Fraction Decimals Percents
130136,Volume Cone
418551,Addition and Subtraction Fractions
652365,Addition and Subtraction Integers
417561,Addition and Subtraction Fractions
163437,Equation Solving More Than Two Steps
83687,Write Linear Equation from Situation
409272,Addition and Subtraction Fractions
88190,Equation Solving Two or Fewer Steps
15816,Substitution
403451,Multiplication and Division Positive Decimals
335183,Mean
186197,Subtraction Whole Numbers
668286,Point Plotting
527938,Order of Operations All
372242,Equivalent Fractions
403223,Multiplication and Division Positive Decimals
97681,Equation Solving Two or Fewer Steps
664261,Unit Conversion Within a System
247980,Mean
97824,Ordering Fractions
163249,Equation Solving More Than Two Steps
